timestamp,steering_angle_rad,image_filename
20250622_101252_061838,-0.07,image_JP_20250622_101252_061838.png
20250622_101252_174880,-0.07,image_JP_20250622_101252_174880.png
20250622_101252_298143,-0.07,image_JP_20250622_101252_298143.png
20250622_101252_409000,-0.07,image_JP_20250622_101252_409000.png
20250622_101252_590789,-0.07,image_JP_20250622_101252_590789.png
20250622_101252_680409,-0.07,image_JP_20250622_101252_680409.png
20250622_101252_772969,-0.07,image_JP_20250622_101252_772969.png
20250622_101252_899298,-0.07,image_JP_20250622_101252_899298.png
20250622_101252_997934,-0.07,image_JP_20250622_101252_997934.png
20250622_101253_101570,-0.07,image_JP_20250622_101253_101570.png
20250622_101253_223884,-0.07,image_JP_20250622_101253_223884.png
20250622_101253_325066,-0.07,image_JP_20250622_101253_325066.png
20250622_101253_440093,-0.07,image_JP_20250622_101253_440093.png
20250622_101253_565119,-0.07,image_JP_20250622_101253_565119.png
20250622_101253_666679,-0.07,image_JP_20250622_101253_666679.png
20250622_101253_794833,-0.07,image_JP_20250622_101253_794833.png
20250622_101253_922356,-0.07,image_JP_20250622_101253_922356.png
20250622_101254_026769,-0.07,image_JP_20250622_101254_026769.png
20250622_101254_175440,-0.07,image_JP_20250622_101254_175440.png
20250622_101254_269201,-0.07,image_JP_20250622_101254_269201.png
20250622_101254_375504,-0.07,image_JP_20250622_101254_375504.png
20250622_101254_503485,-0.07,image_JP_20250622_101254_503485.png
20250622_101254_598182,-0.07,image_JP_20250622_101254_598182.png
20250622_101254_706412,-0.07,image_JP_20250622_101254_706412.png
20250622_101254_834221,-0.07,image_JP_20250622_101254_834221.png
20250622_101254_933330,-0.07,image_JP_20250622_101254_933330.png
20250622_101255_054244,-0.07,image_JP_20250622_101255_054244.png
20250622_101255_184190,-0.07,image_JP_20250622_101255_184190.png
20250622_101255_302435,-0.07,image_JP_20250622_101255_302435.png
20250622_101255_444249,-0.07,image_JP_20250622_101255_444249.png
20250622_101255_547167,-0.07,image_JP_20250622_101255_547167.png
20250622_101255_655358,-0.07,image_JP_20250622_101255_655358.png
20250622_101255_799257,-0.07,image_JP_20250622_101255_799257.png
20250622_101255_922019,-0.07,image_JP_20250622_101255_922019.png
20250622_101256_052568,-0.07,image_JP_20250622_101256_052568.png
20250622_101256_151438,-0.07,image_JP_20250622_101256_151438.png
20250622_101256_245019,-0.07,image_JP_20250622_101256_245019.png
20250622_101256_372587,-0.07,image_JP_20250622_101256_372587.png
20250622_101256_463536,-0.07,image_JP_20250622_101256_463536.png
20250622_101256_566293,-0.07,image_JP_20250622_101256_566293.png
20250622_101256_699444,-0.07,image_JP_20250622_101256_699444.png
20250622_101256_791940,-0.07,image_JP_20250622_101256_791940.png
20250622_101256_904143,-0.07,image_JP_20250622_101256_904143.png
20250622_101257_074785,-0.07,image_JP_20250622_101257_074785.png
20250622_101257_176724,-0.07,image_JP_20250622_101257_176724.png
20250622_101257_303118,-0.07,image_JP_20250622_101257_303118.png
20250622_101257_386849,-0.07,image_JP_20250622_101257_386849.png
20250622_101257_484542,-0.07,image_JP_20250622_101257_484542.png
20250622_101257_609212,-0.07,image_JP_20250622_101257_609212.png
20250622_101257_707229,-0.07,image_JP_20250622_101257_707229.png
20250622_101257_822868,-0.07,image_JP_20250622_101257_822868.png
20250622_101257_963432,-0.07,image_JP_20250622_101257_963432.png
20250622_101258_070943,-0.07,image_JP_20250622_101258_070943.png
20250622_101258_267098,-0.05,image_JP_20250622_101258_267098.png
20250622_101258_406485,-0.05,image_JP_20250622_101258_406485.png
20250622_101258_533409,-0.05,image_JP_20250622_101258_533409.png
20250622_101258_620110,-0.05,image_JP_20250622_101258_620110.png
20250622_101258_707036,-0.05,image_JP_20250622_101258_707036.png
20250622_101258_833575,-0.05,image_JP_20250622_101258_833575.png
20250622_101258_922981,-0.06,image_JP_20250622_101258_922981.png
20250622_101259_026616,-0.09,image_JP_20250622_101259_026616.png
20250622_101259_152618,-0.09,image_JP_20250622_101259_152618.png
20250622_101259_253791,-0.09,image_JP_20250622_101259_253791.png
20250622_101259_377416,-0.09,image_JP_20250622_101259_377416.png
20250622_101259_501199,-0.09,image_JP_20250622_101259_501199.png
20250622_101259_604570,-0.09,image_JP_20250622_101259_604570.png
20250622_101259_730990,-0.09,image_JP_20250622_101259_730990.png
20250622_101259_842035,-0.09,image_JP_20250622_101259_842035.png
20250622_101259_951710,-0.09,image_JP_20250622_101259_951710.png
20250622_101300_105591,-0.09,image_JP_20250622_101300_105591.png
20250622_101300_205730,-0.09,image_JP_20250622_101300_205730.png
20250622_101300_317434,-0.09,image_JP_20250622_101300_317434.png
20250622_101300_440424,-0.09,image_JP_20250622_101300_440424.png
20250622_101300_543811,-0.09,image_JP_20250622_101300_543811.png
20250622_101300_672001,-0.09,image_JP_20250622_101300_672001.png
20250622_101300_780280,-0.09,image_JP_20250622_101300_780280.png
20250622_101300_896382,-0.09,image_JP_20250622_101300_896382.png
20250622_101301_025598,-0.09,image_JP_20250622_101301_025598.png
20250622_101301_132172,-0.09,image_JP_20250622_101301_132172.png
20250622_101301_250495,-0.03,image_JP_20250622_101301_250495.png
20250622_101301_364668,0.01,image_JP_20250622_101301_364668.png
20250622_101301_475709,0.01,image_JP_20250622_101301_475709.png
20250622_101301_640391,0.04,image_JP_20250622_101301_640391.png
20250622_101301_750345,0.04,image_JP_20250622_101301_750345.png
20250622_101301_851728,0.04,image_JP_20250622_101301_851728.png
20250622_101301_983837,0.04,image_JP_20250622_101301_983837.png
20250622_101302_078333,0.04,image_JP_20250622_101302_078333.png
20250622_101302_188314,0.04,image_JP_20250622_101302_188314.png
20250622_101302_313423,0.01,image_JP_20250622_101302_313423.png
20250622_101302_427556,0.01,image_JP_20250622_101302_427556.png
20250622_101302_567267,0.01,image_JP_20250622_101302_567267.png
20250622_101302_680510,0.01,image_JP_20250622_101302_680510.png
20250622_101302_775410,0.01,image_JP_20250622_101302_775410.png
20250622_101302_903346,-0.05,image_JP_20250622_101302_903346.png
20250622_101302_998763,-0.12,image_JP_20250622_101302_998763.png
20250622_101303_112916,-0.18,image_JP_20250622_101303_112916.png
20250622_101303_264248,-0.18,image_JP_20250622_101303_264248.png
20250622_101303_368467,-0.18,image_JP_20250622_101303_368467.png
20250622_101303_504723,-0.18,image_JP_20250622_101303_504723.png
20250622_101303_612269,-0.18,image_JP_20250622_101303_612269.png
20250622_101303_724326,-0.12,image_JP_20250622_101303_724326.png
20250622_101303_858625,-0.09,image_JP_20250622_101303_858625.png
20250622_101303_956248,-0.09,image_JP_20250622_101303_956248.png
20250622_101304_097056,-0.09,image_JP_20250622_101304_097056.png
20250622_101304_196564,-0.09,image_JP_20250622_101304_196564.png
20250622_101304_304394,-0.09,image_JP_20250622_101304_304394.png
20250622_101304_426872,-0.04,image_JP_20250622_101304_426872.png
20250622_101304_569264,0.01,image_JP_20250622_101304_569264.png
20250622_101304_658830,0.01,image_JP_20250622_101304_658830.png
20250622_101304_778671,0.01,image_JP_20250622_101304_778671.png
20250622_101304_900215,0.01,image_JP_20250622_101304_900215.png
20250622_101305_052912,0.01,image_JP_20250622_101305_052912.png
20250622_101305_151406,0.01,image_JP_20250622_101305_151406.png
20250622_101305_259350,0.01,image_JP_20250622_101305_259350.png
20250622_101305_389122,0.01,image_JP_20250622_101305_389122.png
20250622_101305_484700,0.01,image_JP_20250622_101305_484700.png
20250622_101305_600978,0.01,image_JP_20250622_101305_600978.png
20250622_101305_731008,0.01,image_JP_20250622_101305_731008.png
20250622_101305_837206,0.01,image_JP_20250622_101305_837206.png
20250622_101305_961616,0.01,image_JP_20250622_101305_961616.png
20250622_101306_071186,0.01,image_JP_20250622_101306_071186.png
20250622_101306_184117,0.01,image_JP_20250622_101306_184117.png
20250622_101306_308054,0.01,image_JP_20250622_101306_308054.png
20250622_101306_411056,0.01,image_JP_20250622_101306_411056.png
20250622_101306_604997,0.01,image_JP_20250622_101306_604997.png
20250622_101306_701684,0.01,image_JP_20250622_101306_701684.png
20250622_101306_797664,0.01,image_JP_20250622_101306_797664.png
20250622_101306_934948,0.01,image_JP_20250622_101306_934948.png
20250622_101307_036394,0.01,image_JP_20250622_101307_036394.png
20250622_101307_149516,0.01,image_JP_20250622_101307_149516.png
20250622_101307_279411,0.01,image_JP_20250622_101307_279411.png
20250622_101307_383685,0.01,image_JP_20250622_101307_383685.png
20250622_101307_508642,0.01,image_JP_20250622_101307_508642.png
20250622_101307_616654,0.01,image_JP_20250622_101307_616654.png
20250622_101307_729065,0.01,image_JP_20250622_101307_729065.png
20250622_101307_865643,0.01,image_JP_20250622_101307_865643.png
20250622_101307_975701,0.01,image_JP_20250622_101307_975701.png
20250622_101308_102021,0.01,image_JP_20250622_101308_102021.png
20250622_101308_252516,0.01,image_JP_20250622_101308_252516.png
20250622_101308_360574,-0.05,image_JP_20250622_101308_360574.png
20250622_101308_503039,-0.08,image_JP_20250622_101308_503039.png
20250622_101308_607939,-0.08,image_JP_20250622_101308_607939.png
20250622_101308_723229,-0.08,image_JP_20250622_101308_723229.png
20250622_101308_849768,-0.08,image_JP_20250622_101308_849768.png
20250622_101308_961098,-0.08,image_JP_20250622_101308_961098.png
20250622_101309_091156,-0.02,image_JP_20250622_101309_091156.png
20250622_101309_202034,-0.02,image_JP_20250622_101309_202034.png
20250622_101309_317624,-0.02,image_JP_20250622_101309_317624.png
20250622_101309_462944,-0.02,image_JP_20250622_101309_462944.png
20250622_101309_587261,-0.02,image_JP_20250622_101309_587261.png
20250622_101309_701234,-0.02,image_JP_20250622_101309_701234.png
20250622_101309_813351,-0.02,image_JP_20250622_101309_813351.png
20250622_101309_910673,-0.02,image_JP_20250622_101309_910673.png
20250622_101310_042478,-0.02,image_JP_20250622_101310_042478.png
20250622_101310_135217,-0.02,image_JP_20250622_101310_135217.png
20250622_101310_233794,-0.02,image_JP_20250622_101310_233794.png
20250622_101310_367723,-0.02,image_JP_20250622_101310_367723.png
20250622_101310_463777,-0.02,image_JP_20250622_101310_463777.png
20250622_101310_580913,0.0,image_JP_20250622_101310_580913.png
20250622_101310_702036,0.05,image_JP_20250622_101310_702036.png
20250622_101310_810592,0.05,image_JP_20250622_101310_810592.png
20250622_101310_939048,0.05,image_JP_20250622_101310_939048.png
20250622_101311_051286,0.05,image_JP_20250622_101311_051286.png
20250622_101311_164223,0.05,image_JP_20250622_101311_164223.png
20250622_101311_292892,0.04,image_JP_20250622_101311_292892.png
20250622_101311_401638,0.0,image_JP_20250622_101311_401638.png
20250622_101311_518286,0.0,image_JP_20250622_101311_518286.png
20250622_101311_662023,0.0,image_JP_20250622_101311_662023.png
20250622_101311_763483,0.0,image_JP_20250622_101311_763483.png
20250622_101311_907615,0.0,image_JP_20250622_101311_907615.png
20250622_101312_016168,0.0,image_JP_20250622_101312_016168.png
20250622_101312_126712,0.0,image_JP_20250622_101312_126712.png
20250622_101312_249778,0.0,image_JP_20250622_101312_249778.png
20250622_101312_354886,0.0,image_JP_20250622_101312_354886.png
20250622_101312_471548,0.0,image_JP_20250622_101312_471548.png
20250622_101312_602401,0.0,image_JP_20250622_101312_602401.png
20250622_101312_712571,0.0,image_JP_20250622_101312_712571.png
20250622_101312_850047,0.0,image_JP_20250622_101312_850047.png
20250622_101312_949704,0.0,image_JP_20250622_101312_949704.png
20250622_101313_061315,0.0,image_JP_20250622_101313_061315.png
20250622_101313_220562,0.0,image_JP_20250622_101313_220562.png
20250622_101313_317921,0.0,image_JP_20250622_101313_317921.png
20250622_101313_442600,0.0,image_JP_20250622_101313_442600.png
20250622_101313_548403,0.0,image_JP_20250622_101313_548403.png
20250622_101313_647505,0.0,image_JP_20250622_101313_647505.png
20250622_101313_783783,0.0,image_JP_20250622_101313_783783.png
20250622_101313_899334,0.0,image_JP_20250622_101313_899334.png
20250622_101314_002131,0.02,image_JP_20250622_101314_002131.png
20250622_101314_126095,0.05,image_JP_20250622_101314_126095.png
20250622_101314_231544,0.05,image_JP_20250622_101314_231544.png
20250622_101314_369564,0.05,image_JP_20250622_101314_369564.png
20250622_101314_480810,0.05,image_JP_20250622_101314_480810.png
20250622_101314_582606,0.05,image_JP_20250622_101314_582606.png
20250622_101314_708100,0.07,image_JP_20250622_101314_708100.png
20250622_101314_834800,0.12,image_JP_20250622_101314_834800.png
20250622_101314_937422,0.12,image_JP_20250622_101314_937422.png
20250622_101315_072862,0.12,image_JP_20250622_101315_072862.png
20250622_101315_158748,0.12,image_JP_20250622_101315_158748.png
20250622_101315_252556,0.12,image_JP_20250622_101315_252556.png
20250622_101315_376356,0.12,image_JP_20250622_101315_376356.png
20250622_101315_480654,0.12,image_JP_20250622_101315_480654.png
20250622_101315_612149,0.12,image_JP_20250622_101315_612149.png
20250622_101315_715115,0.12,image_JP_20250622_101315_715115.png
20250622_101315_837297,0.12,image_JP_20250622_101315_837297.png
20250622_101315_964743,0.12,image_JP_20250622_101315_964743.png
20250622_101316_069841,0.12,image_JP_20250622_101316_069841.png
20250622_101316_190818,0.12,image_JP_20250622_101316_190818.png
20250622_101316_311309,0.12,image_JP_20250622_101316_311309.png
20250622_101316_425868,0.12,image_JP_20250622_101316_425868.png
20250622_101316_569341,0.12,image_JP_20250622_101316_569341.png
20250622_101316_660775,0.12,image_JP_20250622_101316_660775.png
20250622_101316_759086,0.12,image_JP_20250622_101316_759086.png
20250622_101316_898664,0.09,image_JP_20250622_101316_898664.png
20250622_101317_001248,0.08,image_JP_20250622_101317_001248.png
20250622_101317_119714,0.08,image_JP_20250622_101317_119714.png
20250622_101317_256453,0.08,image_JP_20250622_101317_256453.png
20250622_101317_366840,0.08,image_JP_20250622_101317_366840.png
20250622_101317_524563,0.08,image_JP_20250622_101317_524563.png
20250622_101317_641151,0.08,image_JP_20250622_101317_641151.png
20250622_101317_751152,0.08,image_JP_20250622_101317_751152.png
20250622_101317_885000,0.08,image_JP_20250622_101317_885000.png
20250622_101317_984631,0.08,image_JP_20250622_101317_984631.png
20250622_101318_119918,0.08,image_JP_20250622_101318_119918.png
20250622_101318_230883,0.08,image_JP_20250622_101318_230883.png
20250622_101318_340282,0.08,image_JP_20250622_101318_340282.png
20250622_101318_467824,0.04,image_JP_20250622_101318_467824.png
20250622_101318_569756,0.04,image_JP_20250622_101318_569756.png
20250622_101318_686989,0.04,image_JP_20250622_101318_686989.png
20250622_101318_810746,0.04,image_JP_20250622_101318_810746.png
20250622_101318_913685,0.04,image_JP_20250622_101318_913685.png
20250622_101319_073840,0.04,image_JP_20250622_101319_073840.png
20250622_101319_174141,0.04,image_JP_20250622_101319_174141.png
20250622_101319_280449,0.04,image_JP_20250622_101319_280449.png
20250622_101319_429719,0.04,image_JP_20250622_101319_429719.png
20250622_101319_530243,0.04,image_JP_20250622_101319_530243.png
20250622_101319_648974,0.04,image_JP_20250622_101319_648974.png
20250622_101319_758174,0.04,image_JP_20250622_101319_758174.png
20250622_101319_870745,0.04,image_JP_20250622_101319_870745.png
20250622_101319_999065,0.04,image_JP_20250622_101319_999065.png
20250622_101320_106794,0.04,image_JP_20250622_101320_106794.png
20250622_101320_225965,0.04,image_JP_20250622_101320_225965.png
20250622_101320_348549,0.04,image_JP_20250622_101320_348549.png
20250622_101320_451615,0.06,image_JP_20250622_101320_451615.png
20250622_101320_637901,0.12,image_JP_20250622_101320_637901.png
20250622_101320_747469,0.12,image_JP_20250622_101320_747469.png
20250622_101320_859825,0.12,image_JP_20250622_101320_859825.png
20250622_101320_983834,0.12,image_JP_20250622_101320_983834.png
20250622_101321_078077,0.12,image_JP_20250622_101321_078077.png
20250622_101321_210400,0.12,image_JP_20250622_101321_210400.png
20250622_101321_312494,0.12,image_JP_20250622_101321_312494.png
20250622_101321_421611,0.12,image_JP_20250622_101321_421611.png
20250622_101321_545518,0.12,image_JP_20250622_101321_545518.png
20250622_101321_651764,0.12,image_JP_20250622_101321_651764.png
20250622_101321_766806,0.12,image_JP_20250622_101321_766806.png
20250622_101321_906192,0.12,image_JP_20250622_101321_906192.png
20250622_101322_009328,0.12,image_JP_20250622_101322_009328.png
20250622_101322_146280,0.12,image_JP_20250622_101322_146280.png
20250622_101322_288574,0.12,image_JP_20250622_101322_288574.png
20250622_101322_393601,0.12,image_JP_20250622_101322_393601.png
20250622_101322_516920,0.12,image_JP_20250622_101322_516920.png
20250622_101322_609202,0.12,image_JP_20250622_101322_609202.png
20250622_101322_710545,0.11,image_JP_20250622_101322_710545.png
20250622_101322_838597,0.07,image_JP_20250622_101322_838597.png
20250622_101322_935479,0.07,image_JP_20250622_101322_935479.png
20250622_101323_053968,0.07,image_JP_20250622_101323_053968.png
20250622_101323_179934,0.07,image_JP_20250622_101323_179934.png
20250622_101323_283145,0.03,image_JP_20250622_101323_283145.png
20250622_101323_409728,-0.04,image_JP_20250622_101323_409728.png
20250622_101323_522906,-0.04,image_JP_20250622_101323_522906.png
20250622_101323_634641,-0.04,image_JP_20250622_101323_634641.png
20250622_101323_763555,-0.04,image_JP_20250622_101323_763555.png
20250622_101323_880024,-0.04,image_JP_20250622_101323_880024.png
20250622_101323_987465,-0.04,image_JP_20250622_101323_987465.png
20250622_101324_126673,-0.04,image_JP_20250622_101324_126673.png
20250622_101324_227232,-0.04,image_JP_20250622_101324_227232.png
20250622_101324_371532,-0.04,image_JP_20250622_101324_371532.png
20250622_101324_485875,-0.04,image_JP_20250622_101324_485875.png
20250622_101324_590941,-0.04,image_JP_20250622_101324_590941.png
20250622_101324_715026,-0.04,image_JP_20250622_101324_715026.png
20250622_101324_820613,-0.04,image_JP_20250622_101324_820613.png
20250622_101324_950516,-0.04,image_JP_20250622_101324_950516.png
20250622_101325_061966,-0.04,image_JP_20250622_101325_061966.png
20250622_101325_168427,-0.04,image_JP_20250622_101325_168427.png
20250622_101325_305118,-0.04,image_JP_20250622_101325_305118.png
20250622_101325_413042,-0.04,image_JP_20250622_101325_413042.png
20250622_101325_523100,-0.04,image_JP_20250622_101325_523100.png
20250622_101325_674610,-0.04,image_JP_20250622_101325_674610.png
20250622_101325_776504,-0.04,image_JP_20250622_101325_776504.png
20250622_101325_913350,-0.04,image_JP_20250622_101325_913350.png
20250622_101326_018594,0.01,image_JP_20250622_101326_018594.png
20250622_101326_127111,0.01,image_JP_20250622_101326_127111.png
20250622_101326_259260,0.01,image_JP_20250622_101326_259260.png
20250622_101326_358502,0.01,image_JP_20250622_101326_358502.png
20250622_101326_474658,0.01,image_JP_20250622_101326_474658.png
20250622_101326_609529,0.01,image_JP_20250622_101326_609529.png
20250622_101326_717084,0.01,image_JP_20250622_101326_717084.png
20250622_101326_847078,0.01,image_JP_20250622_101326_847078.png
20250622_101326_956601,0.01,image_JP_20250622_101326_956601.png
20250622_101327_069743,0.01,image_JP_20250622_101327_069743.png
20250622_101327_203251,0.01,image_JP_20250622_101327_203251.png
20250622_101327_382048,0.01,image_JP_20250622_101327_382048.png
20250622_101327_500210,0.01,image_JP_20250622_101327_500210.png
20250622_101327_580843,0.01,image_JP_20250622_101327_580843.png
20250622_101327_682482,0.01,image_JP_20250622_101327_682482.png
20250622_101327_807765,-0.03,image_JP_20250622_101327_807765.png
20250622_101327_906269,-0.06,image_JP_20250622_101327_906269.png
20250622_101328_026845,-0.06,image_JP_20250622_101328_026845.png
20250622_101328_147709,-0.06,image_JP_20250622_101328_147709.png
20250622_101328_245727,-0.06,image_JP_20250622_101328_245727.png
20250622_101328_374071,-0.07,image_JP_20250622_101328_374071.png
20250622_101328_489316,-0.14,image_JP_20250622_101328_489316.png
20250622_101328_597678,-0.21,image_JP_20250622_101328_597678.png
20250622_101328_723240,-0.25,image_JP_20250622_101328_723240.png
20250622_101328_821634,-0.25,image_JP_20250622_101328_821634.png
20250622_101328_949806,-0.25,image_JP_20250622_101328_949806.png
20250622_101329_084076,-0.25,image_JP_20250622_101329_084076.png
20250622_101329_191717,-0.22,image_JP_20250622_101329_191717.png
20250622_101329_332156,-0.15,image_JP_20250622_101329_332156.png
20250622_101329_446028,-0.08,image_JP_20250622_101329_446028.png
20250622_101329_557147,-0.01,image_JP_20250622_101329_557147.png
20250622_101329_684831,0.03,image_JP_20250622_101329_684831.png
20250622_101329_783097,0.03,image_JP_20250622_101329_783097.png
20250622_101329_909520,0.03,image_JP_20250622_101329_909520.png
20250622_101330_014571,0.03,image_JP_20250622_101330_014571.png
20250622_101330_129851,0.03,image_JP_20250622_101330_129851.png
20250622_101330_272238,0.01,image_JP_20250622_101330_272238.png
20250622_101330_381662,-0.02,image_JP_20250622_101330_381662.png
20250622_101330_493794,-0.02,image_JP_20250622_101330_493794.png
20250622_101330_665946,-0.02,image_JP_20250622_101330_665946.png
20250622_101330_771452,-0.02,image_JP_20250622_101330_771452.png
20250622_101330_895555,-0.02,image_JP_20250622_101330_895555.png
20250622_101330_984912,-0.03,image_JP_20250622_101330_984912.png
20250622_101331_094617,-0.1,image_JP_20250622_101331_094617.png
20250622_101331_226258,-0.13,image_JP_20250622_101331_226258.png
20250622_101331_325221,-0.13,image_JP_20250622_101331_325221.png
20250622_101331_435164,-0.13,image_JP_20250622_101331_435164.png
20250622_101331_565538,-0.13,image_JP_20250622_101331_565538.png
20250622_101331_680530,-0.13,image_JP_20250622_101331_680530.png
20250622_101331_823570,-0.13,image_JP_20250622_101331_823570.png
20250622_101331_916494,-0.13,image_JP_20250622_101331_916494.png
20250622_101332_022707,-0.07,image_JP_20250622_101332_022707.png
20250622_101332_154214,-0.07,image_JP_20250622_101332_154214.png
20250622_101332_277693,-0.07,image_JP_20250622_101332_277693.png
20250622_101332_375499,-0.07,image_JP_20250622_101332_375499.png
20250622_101332_502005,-0.07,image_JP_20250622_101332_502005.png
20250622_101332_593532,-0.07,image_JP_20250622_101332_593532.png
20250622_101332_725577,-0.07,image_JP_20250622_101332_725577.png
20250622_101332_836162,-0.07,image_JP_20250622_101332_836162.png
20250622_101332_937799,-0.07,image_JP_20250622_101332_937799.png
20250622_101333_060451,-0.07,image_JP_20250622_101333_060451.png
20250622_101333_162032,-0.12,image_JP_20250622_101333_162032.png
20250622_101333_275969,-0.14,image_JP_20250622_101333_275969.png
20250622_101333_401672,-0.14,image_JP_20250622_101333_401672.png
20250622_101333_501701,-0.14,image_JP_20250622_101333_501701.png
20250622_101333_627291,-0.11,image_JP_20250622_101333_627291.png
20250622_101333_741388,-0.04,image_JP_20250622_101333_741388.png
20250622_101333_855544,-0.01,image_JP_20250622_101333_855544.png
20250622_101334_037202,-0.01,image_JP_20250622_101334_037202.png
20250622_101334_126200,-0.01,image_JP_20250622_101334_126200.png
20250622_101334_228235,-0.01,image_JP_20250622_101334_228235.png
20250622_101334_355054,-0.01,image_JP_20250622_101334_355054.png
20250622_101334_455070,-0.01,image_JP_20250622_101334_455070.png
20250622_101334_586975,-0.01,image_JP_20250622_101334_586975.png
20250622_101334_693734,-0.01,image_JP_20250622_101334_693734.png
20250622_101334_803050,-0.01,image_JP_20250622_101334_803050.png
20250622_101334_927412,-0.01,image_JP_20250622_101334_927412.png
20250622_101335_033847,-0.01,image_JP_20250622_101335_033847.png
20250622_101335_148389,-0.01,image_JP_20250622_101335_148389.png
20250622_101335_289127,-0.07,image_JP_20250622_101335_289127.png
20250622_101335_395577,-0.07,image_JP_20250622_101335_395577.png
20250622_101335_559447,-0.07,image_JP_20250622_101335_559447.png
20250622_101335_654903,-0.07,image_JP_20250622_101335_654903.png
20250622_101335_759061,-0.07,image_JP_20250622_101335_759061.png
20250622_101335_888898,-0.07,image_JP_20250622_101335_888898.png
20250622_101336_007201,-0.13,image_JP_20250622_101336_007201.png
20250622_101336_121672,-0.19,image_JP_20250622_101336_121672.png
20250622_101336_225709,-0.19,image_JP_20250622_101336_225709.png
20250622_101336_324295,-0.19,image_JP_20250622_101336_324295.png
20250622_101336_446753,-0.19,image_JP_20250622_101336_446753.png
20250622_101336_554565,-0.19,image_JP_20250622_101336_554565.png
20250622_101336_676834,-0.19,image_JP_20250622_101336_676834.png
20250622_101336_809808,-0.15,image_JP_20250622_101336_809808.png
20250622_101336_907500,-0.08,image_JP_20250622_101336_907500.png
20250622_101337_011754,-0.05,image_JP_20250622_101337_011754.png
20250622_101337_151238,0.0,image_JP_20250622_101337_151238.png
20250622_101337_252927,0.0,image_JP_20250622_101337_252927.png
20250622_101337_386972,0.0,image_JP_20250622_101337_386972.png
20250622_101337_500302,0.0,image_JP_20250622_101337_500302.png
20250622_101337_613810,0.0,image_JP_20250622_101337_613810.png
20250622_101337_747427,0.0,image_JP_20250622_101337_747427.png
20250622_101337_851671,0.0,image_JP_20250622_101337_851671.png
20250622_101337_973866,0.0,image_JP_20250622_101337_973866.png
